is_a_label_snail	label_snail	label-dash	id	label	subTypeOf	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
is_a_reserve_action	reserve_action	reserve-action	ReserveAction	ReserveAction	PlanAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, scheduledTime, startTime, subjectOf, target, url				"Reserving a concrete object.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/ScheduleAction"">ScheduleAction</a>: Unlike ScheduleAction, ReserveAction reserves concrete objects (e.g. a table, a hotel) towards a time slot / spatial allocation.</li>
</ul>"
is_a_reservoir	reservoir	reservoir	Reservoir	Reservoir	BodyOfWater				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A reservoir of water, typically an artificially created lake, like the Lake Kariba reservoir.
is_a_residence	residence	residence	Residence	Residence	Place				accommodationFloorPlan, additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url	ApartmentComplex, GatedResidenceCommunity			The place where a person lives.
is_a_resort	resort	resort	Resort	Resort	LodgingBusiness				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, audience, availableLanguage, award, awards, branchCode, branchOf, brand, checkinTime, checkoutTime, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, numberOfRooms, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, petsAllowed, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, starRating, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID	SkiResort			"A resort is a place used for relaxation or recreation, attracting visitors for holidays or vacations. Resorts are places, towns or sometimes commercial establishments operated by a single company (source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Resort"">http://en.wikipedia.org/wiki/Resort</a>).
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>."
is_a_respiratory_therapy	respiratory_therapy	respiratory-therapy	RespiratoryTherapy	RespiratoryTherapy	MedicalTherapy, MedicalSpecialty	MedicalSpecialty							The therapy that is concerned with the maintenance or improvement of respiratory function (as in patients with pulmonary disease).
is_a_restaurant	restaurant	restaurant	Restaurant	Restaurant	FoodEstablishment				acceptsReservations, actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMenu, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, menu, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, servesCuisine, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, starRating, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A restaurant.
is_a_restocking_fees	restocking_fees	restocking-fees	RestockingFees	RestockingFees	ReturnFeesEnumeration	ReturnFeesEnumeration		https://pending.schema.org					Specifies that the customer must pay a restocking fee when returning a product.
is_a_restricted_diet	restricted_diet	restricted-diet	RestrictedDiet	RestrictedDiet	Enumeration								A diet restricted to certain foods or preparations for cultural, religious, health or lifestyle reasons.
is_a_results_available	results_available	results-available	ResultsAvailable	ResultsAvailable	MedicalStudyStatus	MedicalStudyStatus							Results are available.
is_a_results_not_available	results_not_available	results-not-available	ResultsNotAvailable	ResultsNotAvailable	MedicalStudyStatus	MedicalStudyStatus							Results are not available.
is_a_resume_action	resume_action	resume-action	ResumeAction	ResumeAction	ControlAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				The act of resuming a device or application which was formerly paused (e.g. resume music playback or resume a timer).
is_a_retail	retail	retail	Retail	Retail	DrugCostCategory	DrugCostCategory							The drug's cost represents the retail cost of the drug.
is_a_return_action	return_action	return-action	ReturnAction	ReturnAction	TransferAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, fromLocation, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, recipient, result, sameAs, startTime, subjectOf, target, toLocation, url				The act of returning to the origin that which was previously received (concrete objects) or taken (ownership).
is_a_return_at_kiosk	return_at_kiosk	return-at-kiosk	ReturnAtKiosk	ReturnAtKiosk	ReturnMethodEnumeration	ReturnMethodEnumeration		https://pending.schema.org					Specifies that product returns must be made at a kiosk.
is_a_return_by_mail	return_by_mail	return-by-mail	ReturnByMail	ReturnByMail	ReturnMethodEnumeration	ReturnMethodEnumeration		https://pending.schema.org					Specifies that product returns must be done by mail.
is_a_return_fees_customer_responsibility	return_fees_customer_responsibility	return-fees-customer-responsibility	ReturnFeesCustomerResponsibility	ReturnFeesCustomerResponsibility	ReturnFeesEnumeration	ReturnFeesEnumeration		https://pending.schema.org					Specifies that product returns must be paid for, and are the responsibility of, the customer.
is_a_return_fees_enumeration	return_fees_enumeration	return-fees-enumeration	ReturnFeesEnumeration	ReturnFeesEnumeration	Enumeration			https://pending.schema.org					Enumerates several kinds of policies for product return fees.
is_a_return_in_store	return_in_store	return-in-store	ReturnInStore	ReturnInStore	ReturnMethodEnumeration	ReturnMethodEnumeration		https://pending.schema.org					Specifies that product returns must be made in a store.
is_a_return_label_customer_responsibility	return_label_customer_responsibility	return-label-customer-responsibility	ReturnLabelCustomerResponsibility	ReturnLabelCustomerResponsibility	ReturnLabelSourceEnumeration	ReturnLabelSourceEnumeration		https://pending.schema.org					Indicated that creating a return label is the responsibility of the customer.
is_a_return_label_download_and_print	return_label_download_and_print	return-label-download-and-print	ReturnLabelDownloadAndPrint	ReturnLabelDownloadAndPrint	ReturnLabelSourceEnumeration	ReturnLabelSourceEnumeration		https://pending.schema.org					Indicated that a return label must be downloaded and printed by the customer.
